id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4,
MULTI_GEMINI_1511,polla,"Novia o amante, generalmente joven.","Me voy para cine con la polla, vamos a celebrar los meses que llevamos juntos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/nervio/figurative_nervio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polla_1/figurative_polla_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polla_1/literal_polla_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polla_1/mixed_polla_1.png,
MULTI_GEMINI_1512,pollo,Hombre joven pretendido por una mujer mayor.,Eran unas mujeres guapas de edad avanzada que comentaban aventuras con sus pollos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/barra_1/figurative_barra_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo/figurative_pollo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo/literal_pollo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo/mixed_pollo.png,
MULTI_GEMINI_1513,pollo,Novio o amante generalmente joven.,¿Vas a salir esta noche con tu pollo?,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo_1/mixed_pollo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/botado_3/figurative_botado_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo_1/figurative_pollo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo_1/literal_pollo_1.png,
MULTI_GEMINI_1514,polvera,Pequeña caja plástica y redondeada en la que se llevan los polvos faciales para maquillar.,"Nunca podía faltar en su cartera la polvera, el pintalabios y el cepillo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/bolita/figurative_bolita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvera/mixed_polvera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvera/figurative_polvera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvera/literal_polvera.png,
MULTI_GEMINI_1515,polvorosa,"Galleta horneada hecha de harina, mantequilla, azúcar y leche, que se deshace fácilmente al comerla.",Una de esas recetas que no puede faltar en una mesa navideña son las polvorosas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvorosa/literal_polvorosa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/botar_3/literal_botar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvorosa/mixed_polvorosa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polvorosa/figurative_polvorosa.png,
MULTI_GEMINI_1516,pomada,Hacer parte de un grupo selecto.,"Como gente de fútbol que he sido siempre, es importante volver a estar en la pomada.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomada/mixed_pomada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomada/literal_pomada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomada/figurative_pomada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/manga/figurative_manga.png,
MULTI_GEMINI_1517,pomo,Trozo circular de algodón u otro material suave que se utiliza para aplicarse el maquillaje.,"Las bases ligeras y mates, aplicadas con un pomo húmedo en una delgadísima capa, son las mejores para las edades adultas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomo/literal_pomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomo/mixed_pomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/brazo/mixed_brazo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pomo/figurative_pomo.png,
MULTI_GEMINI_1518,ponchar,"En el béisbol, eliminar a un jugador cuando falla el bateo.",Logró su sexta victoria de la temporada tras ponchar a cuatro bateadores en un encuentro.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponchar/figurative_ponchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponchar/literal_ponchar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/iluminaci%C3%B3n/literal_iluminaci%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponchar/mixed_ponchar.png,
MULTI_GEMINI_1519,ponche,"Referido a algo o a alguien, aburrido o tedioso.",Muy ponche el partido que dio al traste con las aspiraciones de Colombia en la Copa América.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponche/literal_ponche.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponche/mixed_ponche.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponche/figurative_ponche.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caldo_de_ministro/figurative_caldo_de_ministro.png,
MULTI_GEMINI_1520,poner conejo,abandonar un establecimiento público sin pagar el servicio que se ha recibido,usté está creyendo que me va a robar a mí? [ .]. pues está muy equivocado mijito: tiene que ir a ponerle sus conejos a otra más pendeja que yo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_conejo/literal_poner_conejo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_conejo/figurative_poner_conejo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caldo_de_ministro/figurative_caldo_de_ministro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_conejo/mixed_poner_conejo.png,
MULTI_GEMINI_1521,poner conejo,"engañar, incumplir las promesas hechas","en la reunión informal de las comisiones séptimas, maría cristina ocampo dijo que el gobierno le puso conejo al congreso con las reformas a la seguridad social. el congresista alberto cano le reprochó diciéndole que si no le daba pena usar esas palabras tan feas en la casa de las leyes. más penoso es que el gobierno nos ponga conejo y no se ponga colorado, insistió ella",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_conejo_1/literal_poner_conejo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/banana/mixed_banana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_conejo_1/mixed_poner_conejo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_conejo_1/figurative_poner_conejo_1.png,
MULTI_GEMINI_1522,poner la cara,Asumir las consecuencias de los actos propios o de los actos de los demás.,"Como ha ocurrido en ocasiones anteriores, el canciller ha debido poner la cara ante el entorno hostil del gobierno.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_la_cara/mixed_poner_la_cara.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/rebuscar/literal_rebuscar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_la_cara/literal_poner_la_cara.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poner_la_cara/figurative_poner_la_cara.png,
MULTI_GEMINI_1523,ponerse a la pata,"Estar muy cerca, pendiente de alguien o algo.",No me gusta que todo el tiempo esté a la pata de ese joven tan conflictivo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_motores/literal_prender_motores.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponerse_a_la_pata/figurative_ponerse_a_la_pata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponerse_a_la_pata/mixed_ponerse_a_la_pata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ponerse_a_la_pata/literal_ponerse_a_la_pata.png,
MULTI_GEMINI_1524,porra,Conjunto de frases y canciones publicitarias de los seguidores de un candidato político o una agrupación deportiva.,"Al acto, asistieron sólo los candidatos con grupos de seguidores que coreaban vivas y porras, para festejar el triunfo de sus candidatos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/porra/figurative_porra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/porra/literal_porra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/porra/mixed_porra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_motores/mixed_prender_motores.png,
MULTI_GEMINI_1525,porra,Persona inteligente.,"Fue gerente de la Contraloría General de la República para Antioquia, también subgerente del Idea y vicerrector del Poli, además de todo un crack en el tenaz tema de la macroeconomía. Mejor dicho es una porra.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/porra_1/literal_porra_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/porra_1/figurative_porra_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fundido/figurative_fundido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/porra_1/mixed_porra_1.png,
MULTI_GEMINI_1526,postura,Número de veces que se ha usado una prenda de vestir.,Ya es hora de lavar ese pantalón. Tiene como tres posturas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/postura/literal_postura.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/u%C3%B1a/literal_u%C3%B1a.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/postura/figurative_postura.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/postura/mixed_postura.png,
MULTI_GEMINI_1527,pote,Cárcel.,Salió del pote y a la semana estaba de regreso por un delito menor.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caf%C3%A9_1/mixed_caf%C3%A9_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pote/mixed_pote.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pote/figurative_pote.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pote/literal_pote.png,
MULTI_GEMINI_1528,potro,"Canoa angosta de madera, impulsada por remos que se utiliza para transporte fluvial en distancias cortas o medias.","Como medio de transporte utiliza la canoa, llamada también champa o potro, que por su fragilidad le impide adentrarse en el mar.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/potro/literal_potro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/potro/mixed_potro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/potro/figurative_potro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/limpia_1/mixed_limpia_1.png,
MULTI_GEMINI_1529,pozo,Lugar en donde un río es profundo y apto para bañarse.,"Curití, Santander, se convirtió en destino turístico para los amantes de artesanías elaboradas en fique y bañarse en pozos naturales de cristalinas aguas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pozo/literal_pozo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pozo/figurative_pozo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/guarg%C3%BCero/literal_guarg%C3%BCero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pozo/mixed_pozo.png,
MULTI_GEMINI_1530,prender,"Irse a los golpes, pelearse.","Yo me defendí, nos 'prendimos' a golpes dentro del bus.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender/literal_prender.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender/mixed_prender.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender/figurative_prender.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/tromp%C3%B3n/mixed_tromp%C3%B3n.png,
MULTI_GEMINI_1531,prender,"Contagiar una enfermedad de una persona a otra, generalmente tos, gripa o una enfermedad de transmisión sexual.",Le dijo a la mamá que yo le iba a prender el Sida y la mamá le mandó a hacer la prueba.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_1/literal_prender_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_1/figurative_prender_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_1/mixed_prender_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/mal_de_ojo/mixed_mal_de_ojo.png,
MULTI_GEMINI_1532,prender,"Animar una persona o algo una fiesta, reunión o evento.",Estamos seguros que muchas de esas canciones prenderán más de una fiesta este 31 de diciembre.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/azare/literal_azare.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_2/mixed_prender_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_2/literal_prender_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_2/figurative_prender_2.png,
MULTI_GEMINI_1533,prender,"dicho de una persona, embriagarse ligeramente",se prendió con dos cervezas,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_3/figurative_prender_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/empa%C3%B1etada/literal_empa%C3%B1etada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_3/mixed_prender_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_3/literal_prender_3.png,
MULTI_GEMINI_1534,prender motores,Iniciar una actividad.,"El Salón del Automóvil, próximo a prender motores, que tendrá lugar en Bogotá del 4 al 15 de noviembre.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_motores/mixed_prender_motores.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_motores/literal_prender_motores.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prender_motores/figurative_prender_motores.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/rendir/literal_rendir.png,
MULTI_GEMINI_1535,prendido,"Referido a una persona, que está ligeramente embriagada y animada.","Su cuñado estaba tan prendido, que no paraba de bailar.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendido/literal_prendido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendido/figurative_prendido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espalda/figurative_espalda.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendido/mixed_prendido.png,
MULTI_GEMINI_1536,prendido,"Referida a una fiesta, que está muy animada.",La fiesta quedó prendida con la llegada del conjunto vallenato.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/guan%C3%A1bana/figurative_guan%C3%A1bana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendido_1/literal_prendido_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendido_1/figurative_prendido_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendido_1/mixed_prendido_1.png,
MULTI_GEMINI_1537,prendo,"Referido a una persona, que está ligeramente embriagada y animada.","No voy a beber más ron, me siento muy prendo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/burro_1/mixed_burro_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendo/mixed_prendo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendo/literal_prendo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prendo/figurative_prendo.png,
MULTI_GEMINI_1538,prepago,Persona de buena posición social que se dedica a la prostitución con gente adinerada.,"Como si se tratara de un artículo para comprar o vender, las acompañantes o prepagos se ofrecen en páginas web.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/qu%C3%A9_oso/figurative_qu%C3%A9_oso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prepago/mixed_prepago.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prepago/literal_prepago.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/prepago/figurative_prepago.png,
MULTI_GEMINI_1539,presa,Ser alguien físicamente bello.,"Las razones del gremio para elegirla es que la modelo ""no tiene presa mala"".",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/presa/literal_presa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/presa/mixed_presa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/presa/figurative_presa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pasillo/literal_pasillo.png,
